state,id,countyname,code
VA,51089,Henry,H1
VA,51091,Highland,H1
VA,51093,Isle of Wight,H1
VA,51095,James City,H1
VA,51097,King and Queen,H1
VA,51099,King George,H1
VA,51101,King William,H1
VA,51103,Lancaster,H1
VA,51105,Lee,H1
VA,51107,Loudoun,H1
VA,51109,Louisa,H1
VA,51111,Lunenburg,H1
VA,51113,Madison,H1
VA,51115,Mathews,H1
VA,51117,Mecklenburg,H1
VA,51119,Middlesex,H1
VA,51121,Montgomery,H1
VA,51125,Nelson,H1
VA,51127,New Kent,H1
VA,51131,Northampton,H1
VA,51133,Northumberland,H1
VA,51135,Nottoway,H1
VA,51137,Orange,H1
VA,51139,Page,H1
VA,51141,Patrick,H1
VA,51143,Pittsylvania,H1
VA,51145,Powhatan,H1
VA,51147,Prince Edward,H1
VA,51149,Prince George,H1
VA,51153,Prince William,H1
VA,51155,Pulaski,H1
VA,51157,Rappahannock,H1
VA,51159,Richmond,H1
VA,51161,Roanoke,H1
VA,51163,Rockbridge,H1
VA,51165,Rockingham,H1
VA,51167,Russell,H1
VA,51169,Scott,H1
VA,51171,Shenandoah,H1
VA,51173,Smyth,H1
VA,51175,Southampton,H1
VA,51177,Spotsylvania,H1
VA,51179,Stafford,H1
VA,51181,Surry,H1
VA,51183,Sussex,H1
VA,51185,Tazewell,H1
VA,51187,Warren,H1
VA,51191,Washington,H1
VA,51193,Westmoreland,H1
VA,51195,Wise,H1
VA,51197,Wythe,H1
VA,51199,York,H1
VA,51510,Alexandria city,C7
VA,51515,Bedford city,C7
VA,51520,Bristol city,C7
VA,51530,Buena Vista city,C7
VA,51540,Charlottesville city,C7
VA,51550,Chesapeake city,C7
VA,51570,Colonial Heights city,C7
VA,51580,Covington city,C7
VA,51590,Danville city,C7
VA,51595,Emporia city,C7
VA,51600,Fairfax city,C7
VA,51610,Falls Church city,C7
VA,51620,Franklin city,C7
VA,51630,Fredericksburg city,C7
VA,51640,Galax city,C7
VA,51650,Hampton city,C7
VA,51660,Harrisonburg city,C7
VA,51670,Hopewell city,C7
VA,51678,Lexington city,C7
VA,51680,Lynchburg city,C7
VA,51683,Manassas city,C7
VA,51685,Manassas Park city,C7
VA,51690,Martinsville city,C7
VA,51700,Newport News city,C7
VA,51710,Norfolk city,C7
VA,51720,Norton city,C7
VA,51730,Petersburg city,C7
VA,51735,Poquoson city,C7
VA,51740,Portsmouth city,C7
VA,51750,Radford city,C7
VA,51760,Richmond city,C7
VA,51770,Roanoke city,C7
VA,51775,Salem city,C7
VA,51790,Staunton city,C7
VA,51800,Suffolk city,C7
VA,51810,Virginia Beach city,C7
VA,51820,Waynesboro city,C7
VA,51830,Williamsburg city,C7
VA,51840,Winchester city,C7
WA,53001,Adams,H1
WA,53003,Asotin,H1
WA,53005,Benton,H1
WA,53007,Chelan,H1
WA,53009,Clallam,H1
WA,53011,Clark,H1
WA,53013,Columbia,H1
WA,53015,Cowlitz,H1
WA,53017,Douglas,H1
WA,53019,Ferry,H1
WA,53021,Franklin,H1
WA,53023,Garfield,H1
WA,53025,Grant,H1
WA,53027,Grays Harbor,H1
WA,53029,Island,H1
WA,53031,Jefferson,H1
WA,53033,King,H1
WA,53035,Kitsap,H1
WA,53037,Kittitas,H1
WA,53039,Klickitat,H1
WA,53041,Lewis,H1
WA,53043,Lincoln,H1
WA,53045,Mason,H1
WA,53047,Okanogan,H1
WA,53049,Pacific,H1
WA,53051,Pend Oreille,H1
WA,53053,Pierce,H1
WA,53055,San Juan,H1
WA,53057,Skagit,H1
WA,53059,Skamania,H1
WA,53061,Snohomish,H1
WA,53063,Spokane,H1
WA,53065,Stevens,H1
WA,53067,Thurston,H1
WA,53069,Wahkiakum,H1
WA,53071,Walla Walla,H1
WA,53073,Whatcom,H1
WA,53075,Whitman,H1
WA,53077,Yakima,H1
WV,54001,Barbour,H1
WV,54003,Berkeley,H1
WV,54005,Boone,H1
WV,54007,Braxton,H1
WV,54009,Brooke,H1
WV,54011,Cabell,H1
WV,54013,Calhoun,H1
WV,54015,Clay,H1
WV,54017,Doddridge,H1
WV,54019,Fayette,H1
WV,54021,Gilmer,H1
WV,54023,Grant,H1
WV,54025,Greenbrier,H1
WV,54027,Hampshire,H1
WV,54029,Hancock,H1
WV,54031,Hardy,H1
WV,54033,Harrison,H1
WV,54035,Jackson,H1
WV,54037,Jefferson,H1
WV,54039,Kanawha,H1
WV,54041,Lewis,H1
WV,54043,Lincoln,H1
WV,54045,Logan,H1
WV,54047,McDowell,H1
WV,54049,Marion,H1
WV,54051,Marshall,H1
WV,54053,Mason,H1
WV,54055,Mercer,H1
WV,54057,Mineral,H1
WV,54059,Mingo,H1
WV,54061,Monongalia,H1
WV,54063,Monroe,H1
WV,54065,Morgan,H1
WV,54067,Nicholas,H1
WV,54069,Ohio,H1
WV,54071,Pendleton,H1
WV,54073,Pleasants,H1
WV,54075,Pocahontas,H1
WV,54077,Preston,H1
WV,54079,Putnam,H1
WV,54081,Raleigh,H1
WV,54083,Randolph,H1
WV,54085,Ritchie,H1
WV,54087,Roane,H1
WV,54089,Summers,H1
WV,54091,Taylor,H1
WV,54093,Tucker,H1
WV,54095,Tyler,H1
WV,54097,Upshur,H1
WV,54099,Wayne,H1
WV,54101,Webster,H1
WV,54103,Wetzel,H1
WV,54105,Wirt,H1
WV,54107,Wood,H1
WV,54109,Wyoming,H1
WI,55001,Adams,H1
WI,55003,Ashland,H1
WI,55005,Barron,H1
WI,55007,Bayfield,H1
WI,55009,Brown,H1
WI,55011,Buffalo,H1
WI,55013,Burnett,H1
WI,55015,Calumet,H1
WI,55017,Chippewa,H1
WI,55019,Clark,H1
WI,55021,Columbia,H1
WI,55023,Crawford,H1
WI,55025,Dane,H1
WI,55027,Dodge,H1
WI,55029,Door,H1
WI,55031,Douglas,H1
WI,55033,Dunn,H1
WI,55035,Eau Claire,H1
WI,55037,Florence,H1
WI,55039,Fond du Lac,H1
WI,55041,Forest,H1
WI,55043,Grant,H1
WI,55045,Green,H1
WI,55047,Green Lake,H1
WI,55049,Iowa,H1
WI,55051,Iron,H1
WI,55053,Jackson,H1
WI,55055,Jefferson,H1
WI,55057,Juneau,H1
WI,55059,Kenosha,H1
WI,55061,Kewaunee,H1
WI,55063,La Crosse,H1
WI,55065,Lafayette,H1
WI,55067,Langlade,H1
WI,55069,Lincoln,H1
WI,55071,Manitowoc,H1
WI,55073,Marathon,H1
WI,55075,Marinette,H1
WI,55077,Marquette,H1
WI,55078,Menominee,H1
WI,55079,Milwaukee,H1
WI,55081,Monroe,H1
WI,55083,Oconto,H1
WI,55085,Oneida,H1
WI,55087,Outagamie,H1
WI,55089,Ozaukee,H1
WI,55091,Pepin,H1
WI,55093,Pierce,H1
WI,55095,Polk,H1
WI,55097,Portage,H1
WI,55099,Price,H1
WI,55101,Racine,H1
WI,55103,Richland,H1
WI,55105,Rock,H1
WI,55107,Rusk,H1
WI,55109,St. Croix,H1
WI,55111,Sauk,H1
WI,55113,Sawyer,H1
WI,55115,Shawano,H1
WI,55117,Sheboygan,H1
WI,55119,Taylor,H1
WI,55121,Trempealeau,H1
WI,55123,Vernon,H1
WI,55125,Vilas,H1
WI,55127,Walworth,H1
WI,55129,Washburn,H1
WI,55131,Washington,H1
WI,55133,Waukesha,H1
WI,55135,Waupaca,H1
WI,55137,Waushara,H1
WI,55139,Winnebago,H1
WI,55141,Wood,H1
WY,56001,Albany,H1
WY,56003,Big Horn,H1
WY,56005,Campbell,H1
WY,56007,Carbon,H1
WY,56009,Converse,H1
WY,56011,Crook,H1
WY,56013,Fremont,H1
WY,56015,Goshen,H1
WY,56017,Hot Springs,H1
WY,56019,Johnson,H1
WY,56021,Laramie,H1
WY,56023,Lincoln,H1
WY,56025,Natrona,H1
WY,56027,Niobrara,H1
WY,56029,Park,H1
WY,56031,Platte,H1
WY,56033,Sheridan,H1
WY,56035,Sublette,H1
WY,56037,Sweetwater,H1
WY,56039,Teton,H1
WY,56041,Uinta,H1
WY,56043,Washakie,H1
WY,56045,Weston,H1
AS,60010,Eastern District,H1
AS,60020,Manu'a District,H1
AS,60030,Rose Island,H4
AS,60040,Swains Island,H4
AS,60050,Western District,H1
GU,66010,Guam,H4
MP,69085,Northern Islands Municipality,H1
MP,69100,Rota Municipality,H1
MP,69110,Saipan Municipality,H1
MP,69120,Tinian Municipality,H1
PR,72001,Adjuntas Municipio,H1
PR,72003,Aguada Municipio,H1
PR,72005,Aguadilla Municipio,H1
PR,72007,Aguas Buenas Municipio,H1
PR,72009,Aibonito Municipio,H1
PR,72011,Anasco Municipio,H1
PR,72013,Arecibo Municipio,H1
PR,72015,Arroyo Municipio,H1
PR,72017,Barceloneta Municipio,H1
PR,72019,Barranquitas Municipio,H1
PR,72021,Bayamon Municipio,H1
PR,72023,Cabo Rojo Municipio,H1
PR,72025,Caguas Municipio,H1
PR,72027,Camuy Municipio,H1
PR,72029,Canovanas Municipio,H1
PR,72031,Carolina Municipio,H1
PR,72033,Catano Municipio,H1
PR,72035,Cayey Municipio,H1
PR,72037,Ceiba Municipio,H1
PR,72039,Ciales Municipio,H1
PR,72041,Cidra Municipio,H1
PR,72043,Coamo Municipio,H1
PR,72045,Comerio Municipio,H1
PR,72047,Corozal Municipio,H1
PR,72049,Culebra Municipio,H1
PR,72051,Dorado Municipio,H1
PR,72053,Fajardo Municipio,H1
PR,72054,Florida Municipio,H1
PR,72055,Guanica Municipio,H1
PR,72057,Guayama Municipio,H1
PR,72059,Guayanilla Municipio,H1
PR,72061,Guaynabo Municipio,H1
PR,72063,Gurabo Municipio,H1
PR,72065,Hatillo Municipio,H1
PR,72067,Hormigueros Municipio,H1
PR,72069,Humacao Municipio,H1
PR,72071,Isabela Municipio,H1
PR,72073,Jayuya Municipio,H1
PR,72075,Juana Diaz Municipio,H1
PR,72077,Juncos Municipio,H1
PR,72079,Lajas Municipio,H1
PR,72081,Lares Municipio,H1
PR,72083,Las Marias Municipio,H1
PR,72085,Las Piedras Municipio,H1
PR,72087,Loiza Municipio,H1
PR,72089,Luquillo Municipio,H1
PR,72091,Manati Municipio,H1
PR,72093,Maricao Municipio,H1
PR,72095,Maunabo Municipio,H1
PR,72097,Mayaguez Municipio,H1
PR,72099,Moca Municipio,H1
PR,72101,Morovis Municipio,H1
PR,72103,Naguabo Municipio,H1
PR,72105,Naranjito Municipio,H1
PR,72107,Orocovis Municipio,H1
PR,72109,Patillas Municipio,H1
PR,72111,Penuelas Municipio,H1
PR,72113,Ponce Municipio,H1
PR,72115,Quebradillas Municipio,H1
PR,72117,Rincon Municipio,H1
PR,72119,Rio Grande Municipio,H1
PR,72121,Sabana Grande Municipio,H1
PR,72123,Salinas Municipio,H1
PR,72125,San German Municipio,H1
PR,72127,San Juan Municipio,H1
PR,72129,San Lorenzo Municipio,H1
PR,72131,San Sebastian Municipio,H1
PR,72133,Santa Isabel Municipio,H1
PR,72135,Toa Alta Municipio,H1
PR,72137,Toa Baja Municipio,H1
PR,72139,Trujillo Alto Municipio,H1
PR,72141,Utuado Municipio,H1
PR,72143,Vega Alta Municipio,H1
PR,72145,Vega Baja Municipio,H1
PR,72147,Vieques Municipio,H1
PR,72149,Villalba Municipio,H1
PR,72151,Yabucoa Municipio,H1
PR,72153,Yauco Municipio,H1
UM,74300,Midway Islands,H4
VI,78010,St. Croix Island,H4
VI,78020,St. John Island,H4
VI,78030,St. Thomas Island,H4
